"db_name,""video_id"",""site_id"",""webroot"",""bc_id"""
repsites_amare,5025,72,webroot_amare,"5522235072001"
repsites_amare,5026,72,webroot_amare,"5522231354001"
repsites_amare,5027,72,webroot_amare,"5522258059001"
repsites_amare,5028,72,webroot_amare,"5544824639001"
repsites_amare,5029,72,webroot_amare,"5765975874001"
repsites_amare,5030,72,webroot_amare,"5561259280001"
repsites_amare,5031,72,webroot_amare,"5561426572001"
repsites_amare,5032,72,webroot_amare,"5577485546001"
repsites_amare,5033,72,webroot_amare,"6313507377112"
repsites_amare,5034,72,webroot_amare,"6313505637112"
repsites_amare,5035,72,webroot_amare,"6313507888112"
repsites_amare,5036,72,webroot_amare,"6313509357112"
repsites_amare,5037,72,webroot_amare,"6313507521112"
repsites_amare,5038,72,webroot_amare,"5577529348001"
repsites_amare,5039,72,webroot_amare,"6313508153112"
repsites_amare,5040,72,webroot_amare,"5592054944001"
repsites_amare,5041,72,webroot_amare,"6313510530112"
repsites_amare,5042,72,webroot_amare,"5616450270001"
repsites_amare,5043,72,webroot_amare,"5616697314001"
repsites_amare,5044,72,webroot_amare,"5627178841001"
repsites_amare,5045,72,webroot_amare,"5661375598001"
repsites_amare,5046,72,webroot_amare,"5662709844001"
repsites_amare,5047,72,webroot_amare,"5663796737001"
repsites_amare,5048,72,webroot_amare,"5672888012001"
repsites_amare,5049,72,webroot_amare,"5677862791001"
repsites_amare,5050,72,webroot_amare,"5686719555001"
repsites_amare,5051,72,webroot_amare,"5728440353001"
repsites_amare,5052,72,webroot_amare,"5750095436001"
repsites_amare,5053,72,webroot_amare,"5775281356001"
repsites_amare,5054,72,webroot_amare,"5779476978001"
repsites_amare,5055,72,webroot_amare,"5779487474001"
repsites_amare,5056,72,webroot_amare,"5779519671001"
repsites_amare,5057,72,webroot_amare,"5779582494001"
repsites_amare,5058,72,webroot_amare,"5785825359001"
repsites_amare,5059,72,webroot_amare,"5790932391001"
repsites_amare,5060,72,webroot_amare,"5790955075001"
repsites_amare,5061,72,webroot_amare,"5790964463001"
